0    ,age,two_year_recid,c_charge_degree,race            ,sex   ,priors_count,length_of_stay,score
10036,26 ,1             ,M              ,African-American,Male  ,9           ,1             ,1
4634 ,27 ,1             ,M              ,Other           ,Male  ,0           ,-1            ,1
4451 ,49 ,0             ,M              ,Other           ,Male  ,1           ,4             ,1
6600 ,30 ,1             ,F              ,Other           ,Male  ,1           ,-1            ,1
10269,29 ,0             ,F              ,Other           ,Male  ,0           ,0             ,1
5515 ,45 ,0             ,M              ,African-American,Male  ,1           ,2             ,1
971  ,58 ,1             ,F              ,African-American,Female,4           ,1             ,1
9214 ,23 ,0             ,F              ,African-American,Male  ,0           ,0             ,1
2195 ,25 ,1             ,F              ,African-American,Male  ,8           ,29            ,1
6961 ,33 ,1             ,M              ,African-American,Male  ,0           ,1             ,0
6412 ,23 ,0             ,F              ,Other           ,Male  ,4           ,2             ,0
5660 ,37 ,0             ,F              ,Other           ,Male  ,0           ,126           ,1
5117 ,20 ,1             ,F              ,African-American,Male  ,2           ,0             ,0
7010 ,54 ,1             ,F              ,African-American,Male  ,4           ,1             ,1
1530 ,69 ,0             ,M              ,Other           ,Male  ,0           ,0             ,1
1562 ,26 ,0             ,F              ,Other           ,Male  ,0           ,2             ,1
4378 ,36 ,1             ,M              ,Other           ,Male  ,9           ,1             ,1
7012 ,28 ,0             ,F              ,African-American,Male  ,0           ,0             ,1
4705 ,52 ,1             ,M              ,African-American,Male  ,3           ,31            ,1
5132 ,35 ,0             ,M              ,African-American,Male  ,2           ,0             ,1
5382 ,30 ,0             ,F              ,Other           ,Male  ,0           ,0             ,1
3498 ,31 ,1             ,F              ,African-American,Male  ,7           ,54            ,1
4510 ,54 ,0             ,M              ,Other           ,Male  ,2           ,39            ,1
8794 ,30 ,0             ,F              ,Other           ,Female,1           ,0             ,1
1971 ,44 ,0             ,F              ,African-American,Male  ,2           ,2             ,1
9713 ,42 ,0             ,M              ,Other           ,Male  ,0           ,6             ,1
5330 ,29 ,1             ,M              ,African-American,Male  ,0           ,1             ,1
4185 ,20 ,1             ,M              ,Other           ,Male  ,0           ,0             ,1
5988 ,23 ,0             ,M              ,Other           ,Female,0           ,0             ,1
10979,43 ,0             ,M              ,African-American,Male  ,0           ,1             ,1
1791 ,28 ,1             ,F              ,African-American,Male  ,9           ,1             ,0
5027 ,27 ,1             ,F              ,African-American,Male  ,6           ,39            ,1
926  ,28 ,1             ,M              ,African-American,Male  ,5           ,1             ,1
4159 ,41 ,1             ,F              ,Other           ,Male  ,1           ,1             ,1
2754 ,31 ,0             ,M              ,Other           ,Female,0           ,4             ,0
3778 ,28 ,1             ,M              ,Other           ,Male  ,1           ,-1            ,1
1382 ,25 ,0             ,M              ,African-American,Male  ,0           ,1             ,1
7100 ,25 ,1             ,M              ,African-American,Male  ,11          ,29            ,0
566  ,25 ,1             ,F              ,African-American,Male  ,7           ,127           ,0
2425 ,43 ,1             ,F              ,Other           ,Male  ,11          ,76            ,1
7639 ,32 ,0             ,F              ,African-American,Male  ,0           ,1             ,1
6195 ,24 ,1             ,M              ,Other           ,Female,3           ,0             ,1
770  ,51 ,0             ,M              ,Other           ,Male  ,1           ,1             ,1
4888 ,59 ,0             ,F              ,African-American,Male  ,3           ,8             ,1
4505 ,22 ,0             ,F              ,Other           ,Male  ,0           ,1             ,1
3242 ,23 ,0             ,F              ,African-American,Male  ,2           ,18            ,1
5096 ,38 ,0             ,M              ,African-American,Female,0           ,1             ,1
4776 ,38 ,1             ,F              ,African-American,Male  ,3           ,4             ,1
8100 ,34 ,1             ,M              ,African-American,Male  ,5           ,3             ,1
10577,59 ,1             ,M              ,Other           ,Male  ,0           ,0             ,1
4977 ,39 ,1             ,F              ,Other           ,Male  ,17          ,181           ,1
1886 ,60 ,0             ,F              ,African-American,Male  ,12          ,1             ,1
5459 ,48 ,0             ,M              ,African-American,Male  ,0           ,1             ,1
7561 ,33 ,0             ,F              ,Other           ,Male  ,10          ,117           ,0
3489 ,24 ,0             ,F              ,African-American,Female,1           ,3             ,0
9635 ,38 ,0             ,F              ,Other           ,Female,0           ,2             ,1
9909 ,28 ,1             ,F              ,African-American,Male  ,11          ,1             ,0
8775 ,41 ,0             ,F              ,African-American,Male  ,7           ,58            ,0
3574 ,24 ,1             ,F              ,African-American,Male  ,2           ,1             ,1
7190 ,28 ,1             ,F              ,Other           ,Female,1           ,1             ,1
5068 ,31 ,0             ,F              ,Other           ,Male  ,0           ,-1            ,1
713  ,58 ,1             ,M              ,African-American,Male  ,12          ,3             ,1
6101 ,27 ,0             ,M              ,Other           ,Male  ,0           ,0             ,1
6980 ,28 ,1             ,F              ,African-American,Female,13          ,32            ,0
254  ,25 ,1             ,M              ,African-American,Male  ,1           ,1             ,1
2147 ,31 ,0             ,F              ,African-American,Male  ,0           ,1             ,1
7661 ,47 ,1             ,F              ,Other           ,Female,28          ,117           ,0
6495 ,29 ,0             ,F              ,Other           ,Male  ,0           ,0             ,1
7312 ,25 ,1             ,F              ,Other           ,Male  ,6           ,0             ,0
8612 ,24 ,1             ,F              ,African-American,Male  ,6           ,45            ,0
6056 ,31 ,1             ,F              ,Other           ,Male  ,17          ,1             ,0
6391 ,24 ,1             ,M              ,African-American,Male  ,2           ,49            ,0
2786 ,28 ,0             ,F              ,African-American,Male  ,1           ,15            ,1
645  ,22 ,0             ,F              ,African-American,Male  ,3           ,106           ,1
5279 ,24 ,1             ,M              ,Other           ,Male  ,0           ,1             ,1
3425 ,24 ,1             ,F              ,Other           ,Male  ,6           ,218           ,0
2066 ,36 ,0             ,F              ,Other           ,Male  ,6           ,0             ,1
4503 ,29 ,1             ,M              ,African-American,Male  ,1           ,1             ,1
5500 ,72 ,0             ,F              ,Other           ,Male  ,7           ,-1            ,1
2954 ,21 ,0             ,F              ,Other           ,Male  ,0           ,0             ,1
10579,40 ,1             ,M              ,African-American,Male  ,8           ,0             ,1
4478 ,56 ,0             ,F              ,African-American,Male  ,24          ,6             ,0
260  ,62 ,0             ,F              ,African-American,Male  ,8           ,15            ,1
9576 ,46 ,0             ,F              ,Other           ,Female,1           ,0             ,1
10232,39 ,1             ,M              ,African-American,Male  ,2           ,1             ,1
10500,31 ,1             ,F              ,African-American,Male  ,15          ,91            ,1
4624 ,32 ,1             ,F              ,African-American,Male  ,2           ,19            ,0
8151 ,41 ,0             ,M              ,Other           ,Male  ,2           ,1             ,1
10029,54 ,0             ,F              ,Other           ,Male  ,0           ,0             ,1
2964 ,22 ,1             ,F              ,Other           ,Male  ,1           ,36            ,1
3363 ,41 ,1             ,F              ,Other           ,Male  ,0           ,1             ,1
1015 ,37 ,0             ,F              ,African-American,Male  ,11          ,1             ,1
2765 ,26 ,0             ,M              ,African-American,Female,0           ,-1            ,1
2937 ,20 ,1             ,F              ,Other           ,Male  ,0           ,1             ,1
3523 ,53 ,0             ,F              ,Other           ,Male  ,1           ,11            ,1
9743 ,31 ,0             ,F              ,African-American,Male  ,1           ,0             ,0
10876,56 ,0             ,M              ,African-American,Male  ,0           ,0             ,1
7487 ,36 ,0             ,F              ,Other           ,Male  ,1           ,0             ,1
3896 ,23 ,1             ,M              ,Other           ,Male  ,6           ,5             ,1
4834 ,27 ,0             ,F              ,African-American,Female,3           ,0             ,1
8847 ,39 ,1             ,F              ,African-American,Female,3           ,0             ,1
1597 ,40 ,0             ,F              ,African-American,Male  ,0           ,2             ,1
8757 ,21 ,0             ,F              ,Other           ,Male  ,1           ,1             ,1
3408 ,19 ,1             ,F              ,Other           ,Female,0           ,1             ,1
9883 ,29 ,1             ,F              ,African-American,Male  ,7           ,1             ,1
7683 ,24 ,1             ,F              ,African-American,Female,2           ,1             ,1
4121 ,31 ,0             ,F              ,Other           ,Male  ,0           ,1             ,1
8705 ,22 ,1             ,F              ,African-American,Female,4           ,2             ,0
8846 ,60 ,1             ,M              ,Other           ,Male  ,1           ,1             ,1
10606,25 ,0             ,M              ,Other           ,Male  ,0           ,0             ,0
882  ,50 ,1             ,F              ,Other           ,Male  ,5           ,1             ,1
1261 ,34 ,0             ,M              ,African-American,Male  ,4           ,1             ,1
8759 ,36 ,0             ,F              ,African-American,Female,4           ,0             ,1
8462 ,31 ,0             ,F              ,Other           ,Male  ,1           ,0             ,1
3493 ,26 ,0             ,F              ,African-American,Male  ,2           ,1             ,1
1077 ,23 ,1             ,F              ,African-American,Male  ,0           ,1             ,1
5611 ,29 ,1             ,M              ,Other           ,Male  ,4           ,0             ,1
7258 ,26 ,1             ,F              ,African-American,Male  ,8           ,1             ,1
9044 ,22 ,1             ,F              ,African-American,Male  ,1           ,0             ,1
8802 ,28 ,0             ,M              ,African-American,Female,5           ,2             ,0
7634 ,36 ,0             ,F              ,African-American,Male  ,0           ,0             ,1
3891 ,21 ,1             ,F              ,African-American,Female,0           ,1             ,0
9687 ,44 ,0             ,M              ,African-American,Male  ,2           ,5             ,1
3398 ,21 ,1             ,F              ,African-American,Male  ,3           ,0             ,0
7672 ,47 ,0             ,M              ,Other           ,Male  ,0           ,0             ,1
2205 ,23 ,0             ,M              ,African-American,Female,0           ,1             ,1
8469 ,29 ,1             ,F              ,African-American,Male  ,4           ,1             ,1
6866 ,23 ,0             ,M              ,African-American,Female,1           ,-1            ,1
5584 ,53 ,0             ,F              ,African-American,Male  ,13          ,91            ,1
3055 ,61 ,0             ,F              ,African-American,Male  ,5           ,12            ,1
10894,33 ,0             ,F              ,African-American,Male  ,3           ,0             ,1
3351 ,28 ,1             ,F              ,African-American,Female,3           ,4             ,1
8022 ,24 ,1             ,F              ,African-American,Male  ,3           ,0             ,1
1497 ,32 ,0             ,F              ,Other           ,Male  ,8           ,2             ,1
4230 ,31 ,0             ,F              ,Other           ,Male  ,0           ,80            ,0
8437 ,42 ,0             ,F              ,African-American,Male  ,7           ,0             ,1
1325 ,52 ,0             ,F              ,African-American,Female,0           ,2             ,1
1956 ,26 ,1             ,M              ,Other           ,Male  ,1           ,0             ,1
7048 ,28 ,1             ,M              ,African-American,Male  ,0           ,0             ,1
8019 ,49 ,0             ,F              ,Other           ,Female,0           ,0             ,1
5222 ,23 ,1             ,F              ,African-American,Male  ,0           ,0             ,1
8526 ,26 ,0             ,M              ,African-American,Female,0           ,6             ,0
2029 ,43 ,0             ,F              ,African-American,Male  ,2           ,5             ,1
386  ,30 ,1             ,F              ,African-American,Male  ,2           ,1             ,1
724  ,47 ,0             ,F              ,Other           ,Male  ,3           ,0             ,1
231  ,20 ,0             ,F              ,African-American,Female,0           ,0             ,1
10730,36 ,0             ,M              ,African-American,Female,1           ,0             ,1
3818 ,23 ,0             ,M              ,African-American,Male  ,1           ,2             ,1
9830 ,48 ,0             ,F              ,Other           ,Male  ,0           ,1             ,1
4319 ,56 ,0             ,F              ,Other           ,Male  ,2           ,2             ,1
4189 ,26 ,1             ,M              ,African-American,Male  ,9           ,1             ,0
10769,52 ,0             ,M              ,Other           ,Male  ,1           ,1             ,1
3653 ,26 ,0             ,F              ,African-American,Male  ,0           ,0             ,1
8621 ,34 ,0             ,F              ,African-American,Male  ,1           ,1             ,1
10390,29 ,1             ,F              ,Other           ,Male  ,3           ,1             ,1
6413 ,47 ,0             ,F              ,African-American,Male  ,9           ,64            ,1
3068 ,31 ,0             ,F              ,African-American,Male  ,9           ,0             ,1
2513 ,22 ,1             ,F              ,African-American,Male  ,13          ,0             ,0
680  ,38 ,0             ,F              ,African-American,Male  ,5           ,1             ,1
4225 ,34 ,1             ,F              ,African-American,Male  ,16          ,1             ,0
4069 ,24 ,1             ,F              ,Other           ,Male  ,3           ,-1            ,1
7442 ,26 ,1             ,F              ,Other           ,Male  ,0           ,0             ,1
3376 ,40 ,0             ,F              ,Other           ,Female,0           ,1             ,1
2529 ,26 ,1             ,M              ,African-American,Male  ,0           ,0             ,1
10168,49 ,0             ,M              ,Other           ,Male  ,1           ,0             ,1
10254,27 ,0             ,F              ,African-American,Male  ,11          ,3             ,0
4772 ,24 ,0             ,F              ,African-American,Male  ,0           ,0             ,0
9074 ,34 ,0             ,F              ,African-American,Male  ,1           ,-1            ,1
7553 ,20 ,0             ,M              ,Other           ,Female,0           ,1             ,1
4886 ,27 ,1             ,F              ,African-American,Male  ,1           ,1             ,1
2392 ,38 ,1             ,F              ,African-American,Male  ,10          ,10            ,1
6529 ,20 ,1             ,F              ,Other           ,Male  ,0           ,1             ,1
26   ,21 ,1             ,F              ,African-American,Male  ,1           ,3             ,0
2493 ,32 ,1             ,F              ,Other           ,Female,6           ,8             ,1
8087 ,57 ,1             ,M              ,Other           ,Male  ,0           ,-1            ,1
5821 ,31 ,0             ,M              ,Other           ,Male  ,3           ,0             ,1
1061 ,46 ,0             ,F              ,African-American,Male  ,0           ,1             ,1
10329,53 ,0             ,M              ,Other           ,Male  ,0           ,0             ,1
4677 ,42 ,0             ,M              ,Other           ,Male  ,6           ,1             ,1
5064 ,28 ,1             ,F              ,Other           ,Male  ,2           ,10            ,1
6271 ,27 ,0             ,F              ,Other           ,Male  ,1           ,0             ,1
7410 ,50 ,0             ,F              ,Other           ,Male  ,1           ,1             ,1
7484 ,30 ,1             ,F              ,African-American,Female,8           ,45            ,1
5664 ,33 ,0             ,F              ,African-American,Female,2           ,0             ,1
3463 ,39 ,0             ,F              ,Other           ,Male  ,1           ,0             ,1
10129,25 ,1             ,F              ,African-American,Male  ,5           ,0             ,0
9581 ,23 ,0             ,F              ,African-American,Female,0           ,25            ,1
6615 ,47 ,0             ,F              ,Other           ,Female,0           ,3             ,1
1534 ,29 ,0             ,F              ,African-American,Male  ,2           ,37            ,1
1221 ,29 ,0             ,M              ,Other           ,Male  ,3           ,0             ,1
111  ,40 ,0             ,F              ,African-American,Male  ,2           ,3             ,1
6889 ,35 ,1             ,M              ,Other           ,Male  ,3           ,9             ,1
3206 ,38 ,0             ,F              ,African-American,Male  ,9           ,2             ,1
496  ,25 ,1             ,M              ,Other           ,Female,2           ,1             ,1
838  ,44 ,0             ,M              ,African-American,Male  ,1           ,0             ,1
8436 ,21 ,1             ,F              ,Other           ,Male  ,0           ,2             ,1
1491 ,30 ,0             ,F              ,African-American,Female,3           ,26            ,1
9550 ,52 ,1             ,F              ,African-American,Male  ,16          ,0             ,0
6511 ,29 ,1             ,M              ,African-American,Male  ,1           ,99            ,1
6341 ,36 ,0             ,M              ,Other           ,Male  ,0           ,2             ,1
3042 ,40 ,0             ,M              ,African-American,Female,4           ,1             ,1
6221 ,38 ,0             ,M              ,Other           ,Male  ,2           ,28            ,1
3976 ,48 ,1             ,F              ,African-American,Male  ,7           ,2             ,1
10163,22 ,0             ,M              ,African-American,Male  ,4           ,0             ,1
8292 ,28 ,1             ,F              ,African-American,Male  ,12          ,76            ,0
4235 ,51 ,1             ,F              ,African-American,Male  ,9           ,35            ,0
468  ,27 ,0             ,F              ,African-American,Male  ,0           ,17            ,1
9284 ,31 ,0             ,F              ,Other           ,Male  ,0           ,2             ,1
10570,45 ,0             ,F              ,Other           ,Male  ,0           ,1             ,1
2138 ,34 ,1             ,F              ,African-American,Male  ,19          ,4             ,0
6649 ,41 ,1             ,M              ,Other           ,Male  ,3           ,1             ,1
7079 ,25 ,0             ,F              ,Other           ,Male  ,3           ,7             ,1
9464 ,24 ,0             ,M              ,Other           ,Male  ,0           ,0             ,1
5594 ,22 ,1             ,M              ,Other           ,Male  ,3           ,10            ,0
2389 ,34 ,0             ,M              ,African-American,Male  ,3           ,0             ,1
7973 ,25 ,0             ,M              ,African-American,Male  ,0           ,0             ,1
2752 ,55 ,0             ,M              ,Other           ,Male  ,0           ,10            ,1
9261 ,26 ,1             ,F              ,African-American,Male  ,3           ,47            ,1
1781 ,33 ,0             ,M              ,Other           ,Male  ,3           ,0             ,1
3159 ,42 ,0             ,F              ,Other           ,Male  ,0           ,1             ,1
7265 ,64 ,0             ,M              ,African-American,Male  ,13          ,1             ,1
1172 ,31 ,0             ,M              ,African-American,Male  ,0           ,0             ,1
6107 ,24 ,0             ,F              ,Other           ,Female,0           ,1             ,0
9531 ,26 ,1             ,F              ,Other           ,Male  ,5           ,-1            ,0
2300 ,55 ,1             ,F              ,Other           ,Male  ,13          ,0             ,1
6805 ,22 ,1             ,F              ,African-American,Male  ,0           ,149           ,1
3741 ,36 ,0             ,F              ,African-American,Male  ,15          ,1             ,1
4956 ,29 ,0             ,F              ,African-American,Male  ,5           ,1             ,0
4763 ,24 ,0             ,F              ,Other           ,Male  ,1           ,0             ,1
4696 ,56 ,0             ,F              ,Other           ,Male  ,0           ,1             ,1
8574 ,42 ,0             ,M              ,Other           ,Female,0           ,0             ,1
4136 ,26 ,0             ,F              ,African-American,Male  ,0           ,0             ,1
271  ,24 ,0             ,F              ,Other           ,Male  ,0           ,1             ,1
6501 ,74 ,0             ,F              ,African-American,Female,0           ,0             ,1
2777 ,25 ,0             ,M              ,African-American,Male  ,1           ,0             ,1
637  ,22 ,1             ,F              ,Other           ,Male  ,1           ,0             ,1
2842 ,22 ,1             ,F              ,African-American,Male  ,0           ,71            ,1
4389 ,25 ,0             ,F              ,Other           ,Male  ,1           ,1             ,1
3618 ,38 ,1             ,F              ,Other           ,Male  ,10          ,0             ,0
4331 ,50 ,1             ,M              ,African-American,Male  ,24          ,32            ,0
4541 ,30 ,0             ,F              ,Other           ,Male  ,3           ,25            ,1
6023 ,54 ,0             ,F              ,Other           ,Male  ,0           ,27            ,1
1038 ,48 ,1             ,F              ,Other           ,Male  ,3           ,0             ,1
1290 ,26 ,1             ,M              ,African-American,Male  ,4           ,1             ,0
2318 ,22 ,1             ,F              ,Other           ,Male  ,0           ,0             ,1
2917 ,26 ,0             ,M              ,Other           ,Male  ,3           ,2             ,1
9634 ,24 ,0             ,F              ,Other           ,Male  ,2           ,9             ,1
4183 ,59 ,0             ,F              ,Other           ,Male  ,0           ,1             ,1
1260 ,67 ,1             ,M              ,African-American,Male  ,4           ,27            ,1
84   ,49 ,0             ,M              ,African-American,Male  ,4           ,0             ,1
369  ,37 ,0             ,M              ,Other           ,Female,0           ,1             ,1
5671 ,32 ,1             ,F              ,Other           ,Male  ,3           ,-1            ,1
9731 ,22 ,0             ,M              ,African-American,Female,1           ,-1            ,1
2062 ,59 ,0             ,F              ,African-American,Male  ,1           ,0             ,1
5411 ,21 ,1             ,F              ,African-American,Male  ,1           ,1             ,1
2548 ,30 ,1             ,F              ,African-American,Male  ,1           ,0             ,1
7648 ,24 ,0             ,M              ,African-American,Male  ,0           ,1             ,1
6027 ,33 ,1             ,F              ,African-American,Male  ,2           ,28            ,0
10962,36 ,1             ,M              ,Other           ,Female,4           ,2             ,1
960  ,26 ,1             ,F              ,Other           ,Male  ,3           ,1             ,1
7572 ,50 ,1             ,M              ,Other           ,Male  ,9           ,1             ,1
2611 ,29 ,0             ,M              ,African-American,Female,1           ,-1            ,1
8319 ,23 ,1             ,F              ,Other           ,Male  ,0           ,0             ,1
8842 ,46 ,0             ,F              ,Other           ,Male  ,1           ,10            ,1
8475 ,32 ,0             ,F              ,Other           ,Female,5           ,4             ,1
7811 ,43 ,0             ,M              ,Other           ,Male  ,1           ,1             ,1
2129 ,20 ,0             ,F              ,African-American,Male  ,0           ,1             ,1
6975 ,23 ,1             ,F              ,African-American,Male  ,4           ,192           ,0
7530 ,43 ,0             ,M              ,African-American,Female,9           ,1             ,0
10127,56 ,0             ,M              ,Other           ,Male  ,5           ,0             ,1
9892 ,27 ,1             ,F              ,African-American,Male  ,5           ,28            ,0
2932 ,36 ,0             ,F              ,African-American,Male  ,2           ,0             ,1
7596 ,29 ,0             ,F              ,African-American,Male  ,6           ,26            ,1
10068,22 ,0             ,F              ,Other           ,Male  ,0           ,0             ,1
8508 ,29 ,0             ,M              ,African-American,Male  ,0           ,1             ,1
7932 ,34 ,0             ,M              ,African-American,Male  ,1           ,2             ,1
10229,31 ,0             ,F              ,African-American,Male  ,2           ,0             ,1
7669 ,43 ,0             ,M              ,African-American,Male  ,0           ,0             ,1
2576 ,20 ,1             ,F              ,Other           ,Male  ,1           ,1             ,1
5898 ,23 ,0             ,M              ,Other           ,Male  ,0           ,0             ,1
4262 ,25 ,1             ,F              ,African-American,Male  ,1           ,0             ,1
5627 ,35 ,1             ,F              ,African-American,Male  ,6           ,10            ,0
2276 ,37 ,0             ,M              ,Other           ,Male  ,6           ,1             ,1
4983 ,32 ,1             ,F              ,Other           ,Male  ,10          ,6             ,1
3779 ,27 ,0             ,M              ,African-American,Male  ,1           ,2             ,1
4958 ,22 ,1             ,M              ,Other           ,Male  ,0           ,9             ,1
8432 ,30 ,1             ,M              ,African-American,Male  ,18          ,1             ,0
4800 ,30 ,1             ,F              ,African-American,Female,10          ,0             ,0
3227 ,43 ,1             ,F              ,Other           ,Male  ,1           ,69            ,1
10107,39 ,0             ,F              ,African-American,Female,1           ,62            ,1
7304 ,27 ,0             ,F              ,Other           ,Male  ,0           ,1             ,1
4652 ,21 ,1             ,F              ,African-American,Male  ,1           ,1             ,0
3084 ,50 ,0             ,M              ,African-American,Female,7           ,1             ,1
7142 ,33 ,0             ,F              ,Other           ,Female,0           ,0             ,1
616  ,32 ,0             ,F              ,African-American,Male  ,3           ,1             ,1
9846 ,30 ,1             ,F              ,Other           ,Male  ,1           ,0             ,1
3132 ,30 ,1             ,F              ,Other           ,Male  ,5           ,2             ,1
5344 ,32 ,0             ,F              ,Other           ,Male  ,0           ,0             ,1
2356 ,51 ,1             ,F              ,Other           ,Male  ,6           ,0             ,1
7047 ,40 ,0             ,M              ,Other           ,Male  ,2           ,1             ,1
2870 ,24 ,1             ,M              ,African-American,Male  ,2           ,12            ,1
2057 ,25 ,1             ,F              ,African-American,Male  ,15          ,2             ,0
4719 ,29 ,0             ,M              ,Other           ,Male  ,0           ,0             ,1
6248 ,34 ,0             ,F              ,Other           ,Male  ,3           ,1             ,1
6239 ,51 ,0             ,F              ,African-American,Male  ,3           ,3             ,1
178  ,33 ,1             ,F              ,African-American,Male  ,28          ,1             ,0
890  ,30 ,1             ,M              ,Other           ,Male  ,0           ,1             ,1
10327,23 ,0             ,M              ,Other           ,Male  ,0           ,0             ,1
1651 ,49 ,1             ,F              ,African-American,Male  ,1           ,19            ,1
6782 ,24 ,0             ,F              ,Other           ,Male  ,2           ,91            ,0
7231 ,37 ,0             ,M              ,African-American,Male  ,3           ,0             ,1
1192 ,57 ,0             ,F              ,African-American,Male  ,11          ,140           ,1
3289 ,38 ,0             ,F              ,African-American,Male  ,15          ,55            ,1
8924 ,27 ,1             ,F              ,African-American,Male  ,1           ,0             ,1
9778 ,36 ,0             ,F              ,African-American,Male  ,0           ,0             ,1
182  ,30 ,0             ,F              ,Other           ,Female,1           ,1             ,1
1909 ,57 ,0             ,M              ,Other           ,Male  ,0           ,1             ,1
9120 ,20 ,0             ,F              ,African-American,Male  ,1           ,2             ,1
4704 ,44 ,1             ,F              ,Other           ,Male  ,2           ,1             ,1
1485 ,21 ,1             ,M              ,African-American,Male  ,1           ,0             ,1
9861 ,39 ,0             ,F              ,Other           ,Male  ,2           ,18            ,1
10607,21 ,1             ,M              ,Other           ,Female,0           ,2             ,1
2683 ,47 ,0             ,M              ,Other           ,Male  ,0           ,1             ,1
9461 ,36 ,0             ,M              ,Other           ,Male  ,1           ,0             ,1
8298 ,30 ,0             ,F              ,Other           ,Male  ,0           ,0             ,1
3842 ,35 ,0             ,F              ,Other           ,Male  ,2           ,8             ,1
8164 ,30 ,0             ,M              ,African-American,Male  ,5           ,0             ,1
7177 ,22 ,0             ,M              ,Other           ,Male  ,0           ,0             ,1
6322 ,29 ,1             ,F              ,Other           ,Male  ,3           ,0             ,1
1247 ,23 ,0             ,F              ,African-American,Female,1           ,1             ,1
6960 ,31 ,0             ,F              ,African-American,Female,0           ,2             ,1
7742 ,34 ,1             ,F              ,Other           ,Male  ,5           ,1             ,1
10871,43 ,0             ,M              ,Other           ,Female,0           ,0             ,1
241  ,26 ,1             ,M              ,African-American,Female,2           ,0             ,1
8014 ,52 ,1             ,M              ,African-American,Male  ,7           ,0             ,1
2610 ,51 ,0             ,F              ,African-American,Male  ,1           ,162           ,1
8173 ,38 ,1             ,M              ,Other           ,Female,1           ,16            ,1
2618 ,34 ,1             ,F              ,African-American,Male  ,27          ,118           ,0
10614,27 ,1             ,M              ,African-American,Male  ,5           ,37            ,0
8596 ,38 ,1             ,M              ,African-American,Male  ,2           ,10            ,1
7370 ,57 ,0             ,M              ,African-American,Male  ,8           ,5             ,1
2961 ,33 ,1             ,F              ,African-American,Male  ,0           ,0             ,1
10720,22 ,1             ,M              ,African-American,Male  ,1           ,0             ,1
4921 ,48 ,0             ,M              ,Other           ,Male  ,0           ,-1            ,1
4620 ,41 ,0             ,F              ,Other           ,Male  ,0           ,0             ,1
8641 ,77 ,0             ,M              ,Other           ,Male  ,1           ,3             ,1
870  ,35 ,1             ,F              ,African-American,Female,6           ,1             ,1
9257 ,28 ,0             ,F              ,African-American,Male  ,0           ,0             ,1
4228 ,31 ,1             ,F              ,Other           ,Male  ,4           ,1             ,0
4526 ,28 ,1             ,F              ,Other           ,Male  ,5           ,20            ,1
9499 ,34 ,1             ,F              ,African-American,Male  ,22          ,1             ,1
475  ,56 ,0             ,M              ,Other           ,Male  ,0           ,1             ,1
5494 ,53 ,1             ,M              ,Other           ,Male  ,1           ,2             ,1
6769 ,40 ,0             ,F              ,Other           ,Female,0           ,0             ,1
4370 ,29 ,0             ,F              ,African-American,Male  ,2           ,160           ,0
3236 ,29 ,1             ,F              ,African-American,Male  ,12          ,5             ,0
8134 ,29 ,1             ,M              ,Other           ,Male  ,0           ,0             ,1
4383 ,53 ,1             ,M              ,African-American,Male  ,18          ,41            ,1
8813 ,25 ,1             ,F              ,African-American,Male  ,0           ,90            ,1
8576 ,21 ,1             ,M              ,African-American,Male  ,0           ,0             ,1
6293 ,44 ,0             ,M              ,African-American,Female,0           ,1             ,1
10748,44 ,0             ,M              ,Other           ,Male  ,1           ,0             ,1
150  ,44 ,0             ,M              ,Other           ,Female,0           ,1             ,1
5757 ,28 ,0             ,M              ,African-American,Male  ,1           ,1             ,1
3598 ,34 ,0             ,F              ,African-American,Male  ,1           ,0             ,1
5889 ,52 ,1             ,F              ,African-American,Female,2           ,1             ,1
2223 ,51 ,0             ,F              ,Other           ,Male  ,2           ,34            ,1
3226 ,29 ,0             ,F              ,African-American,Male  ,4           ,80            ,0
5425 ,33 ,1             ,F              ,African-American,Female,0           ,29            ,0
943  ,29 ,1             ,M              ,Other           ,Male  ,2           ,25            ,1
10584,25 ,1             ,F              ,Other           ,Male  ,2           ,1             ,1
4195 ,31 ,1             ,M              ,African-American,Female,0           ,1             ,1
2898 ,31 ,0             ,M              ,Other           ,Female,0           ,0             ,1
2207 ,48 ,1             ,F              ,African-American,Male  ,9           ,3             ,1
4126 ,30 ,1             ,F              ,African-American,Male  ,0           ,0             ,1
7281 ,38 ,0             ,M              ,Other           ,Male  ,0           ,0             ,1
3601 ,28 ,1             ,M              ,African-American,Female,10          ,3             ,1
10210,32 ,0             ,M              ,African-American,Male  ,0           ,0             ,0
10685,28 ,0             ,F              ,African-American,Female,1           ,0             ,1
5502 ,24 ,1             ,F              ,African-American,Male  ,1           ,0             ,1
7257 ,24 ,1             ,F              ,Other           ,Male  ,1           ,1             ,1
9709 ,21 ,0             ,F              ,African-American,Female,1           ,4             ,0
5365 ,56 ,0             ,F              ,Other           ,Male  ,0           ,1             ,1
10855,56 ,1             ,F              ,African-American,Male  ,31          ,0             ,1
10770,51 ,0             ,F              ,Other           ,Male  ,0           ,-1            ,1
3617 ,42 ,0             ,M              ,African-American,Male  ,4           ,0             ,1
4111 ,56 ,0             ,M              ,African-American,Male  ,9           ,0             ,0
9966 ,54 ,1             ,M              ,African-American,Male  ,12          ,118           ,1
10625,23 ,0             ,F              ,African-American,Male  ,0           ,1             ,1
