0,age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
44899,58,Non-Private,217802,14,Married,Managerial-Specialist,Husband,Non-White,Male,7688,0,45,US,1
14256,20,Private,132320,10,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
39592,26,Private,152452,9,Married,Other,Husband,White,Male,0,0,40,US,0
20461,71,Private,118876,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,14,US,0
30671,57,Private,353881,9,Non-Married,Other,Non-Husband,White,Male,0,0,45,US,0
8061,33,Private,155198,5,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,35,US,0
23752,36,Non-Private,183735,14,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
44649,36,Private,362067,11,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
36645,56,Private,21626,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,43,US,0
16014,24,Private,141113,4,Married,Other,Husband,White,Male,2580,0,40,US,0
34481,59,Private,147098,9,Married,Other,Husband,White,Male,0,0,40,US,1
1666,50,Non-Private,160151,10,Married,Other,Husband,White,Male,0,0,60,US,1
41220,36,Non-Private,248263,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
48272,24,Private,127159,10,Non-Married,Other,Non-Husband,White,Female,0,0,24,US,0
504,25,Private,181054,13,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
26837,37,Non-Private,197284,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
5881,62,Private,224953,6,Married,Managerial-Specialist,Husband,Non-White,Male,0,0,40,US,0
45240,66,Private,242589,9,Married,Other,Husband,White,Male,0,0,34,US,0
27596,53,Private,317313,9,Married,Other,Husband,White,Male,0,0,60,US,1
25030,43,Private,239161,10,Married,Other,Husband,Non-White,Male,0,0,40,US,0
3133,45,Private,67716,9,Non-Married,Other,Non-Husband,White,Male,10520,0,48,US,1
36051,33,Private,117963,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,55,US,0
9031,43,Private,152629,9,Married,Other,Husband,White,Male,0,0,40,US,1
12662,47,Private,103757,12,Married,Other,Husband,White,Male,0,0,40,US,0
29132,50,Non-Private,334273,13,Married,Other,Husband,White,Male,0,0,8,US,0
46157,42,Private,56483,10,Married,Other,Non-Husband,White,Female,0,0,14,US,0
29305,32,Private,130040,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
36897,38,Private,293475,9,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
31253,43,Private,214541,9,Married,Managerial-Specialist,Husband,White,Male,0,0,35,US,0
42575,35,Private,233533,13,Married,Other,Husband,White,Male,0,0,42,US,0
19626,36,Private,150601,15,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,0
11384,34,Private,98283,15,Non-Married,Other,Non-Husband,Non-White,Male,0,1564,40,Non-US,1
31183,20,Private,218962,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
46230,60,Private,154589,9,Married,Other,Husband,White,Male,3103,0,35,US,1
31179,21,Private,51262,9,Non-Married,Other,Non-Husband,White,Male,0,0,35,US,0
8362,64,Private,165020,7,Married,Other,Husband,White,Male,0,0,48,US,0
37409,42,Non-Private,201495,10,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
11110,40,Private,45687,10,Non-Married,Other,Non-Husband,Non-White,Male,4787,0,50,US,1
35580,32,Non-Private,159322,10,Non-Married,Other,Non-Husband,White,Male,0,1980,80,US,0
46402,20,Private,223921,8,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
11551,28,Private,197484,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
7027,64,Private,143716,14,Married,Managerial-Specialist,Husband,White,Male,0,0,2,US,0
42688,55,Private,204334,15,Married,Managerial-Specialist,Husband,White,Male,0,1977,55,Non-US,1
46109,19,Private,62419,9,Married,Other,Husband,White,Male,0,0,35,US,0
44624,58,Non-Private,228614,4,Married,Other,Husband,Non-White,Male,0,0,35,US,0
4831,56,Private,398067,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
22853,28,Private,410450,13,Non-Married,Other,Non-Husband,White,Female,0,0,48,Non-US,1
15816,35,Private,119992,12,Married,Other,Husband,White,Male,0,0,45,US,0
4514,37,Non-Private,207887,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,50,US,0
38027,20,Private,204160,10,Non-Married,Other,Non-Husband,White,Female,0,0,12,US,0
31859,24,Private,205865,9,Non-Married,Other,Non-Husband,White,Male,0,0,45,US,0
14389,40,Private,88909,13,Married,Managerial-Specialist,Husband,White,Male,15024,0,50,US,1
28024,31,Private,236391,10,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
36934,30,Private,166671,9,Married,Other,Non-Husband,White,Female,0,0,40,US,0
32839,58,Non-Private,204021,13,Married,Other,Husband,White,Male,15024,0,50,US,1
39296,24,Private,116788,10,Married,Other,Husband,White,Male,0,0,40,US,0
36688,23,Private,335067,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,30,US,0
30636,25,Non-Private,176077,14,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,37,US,0
35351,33,Private,250782,10,Married,Other,Husband,White,Male,0,0,40,US,0
41351,35,Non-Private,227128,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
3852,19,Private,306467,10,Non-Married,Other,Non-Husband,White,Female,0,0,20,US,0
15775,52,Non-Private,194995,13,Married,Other,Husband,White,Male,15024,0,55,US,1
1489,37,Private,175232,14,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,60,US,1
12799,52,Private,286342,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,38,US,0
48270,41,Private,165815,9,Married,Other,Husband,White,Male,0,0,40,US,1
23361,40,Private,30682,9,Married,Managerial-Specialist,Husband,White,Male,0,0,45,US,1
31784,31,Private,204752,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,50,US,0
33731,44,Private,238574,15,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,1
37797,32,Non-Private,220148,9,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
25427,54,Non-Private,184620,14,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
23291,43,Non-Private,75435,9,Non-Married,Other,Non-Husband,Non-White,Male,0,0,30,US,0
21732,45,Private,102147,11,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,1
23351,24,Private,172152,13,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Male,0,0,25,Non-US,0
6924,38,Private,119177,13,Married,Other,Husband,White,Male,0,0,40,US,1
11470,37,Private,77820,13,Married,Managerial-Specialist,Husband,White,Male,0,0,45,US,1
21643,34,Private,169527,10,Married,Other,Non-Husband,White,Female,4386,0,20,US,0
43716,43,Private,206927,13,Married,Other,Husband,White,Male,15024,0,50,US,1
16476,57,Non-Private,190747,5,Married,Other,Husband,White,Male,0,0,40,US,0
21833,46,Private,201699,9,Married,Other,Husband,White,Male,0,0,40,US,1
31403,51,Private,210736,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
4632,59,Private,107833,6,Married,Other,Husband,White,Male,0,1485,40,US,1
8186,21,Private,118657,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
40624,35,Private,65876,11,Married,Other,Husband,White,Male,0,0,42,US,1
26805,37,Private,187346,3,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,Non-US,0
21516,78,Private,292019,4,Married,Managerial-Specialist,Husband,White,Male,0,0,20,US,0
47856,42,Non-Private,210013,10,Married,Other,Husband,White,Male,0,0,45,US,0
30301,23,Private,168009,6,Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,Non-US,0
38320,24,Private,172169,10,Non-Married,Other,Non-Husband,White,Male,0,0,30,US,0
15755,58,Private,197114,7,Married,Other,Husband,White,Male,0,0,40,US,0
10641,42,Private,363591,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
44055,55,Private,236731,2,Non-Married,Other,Non-Husband,White,Male,0,0,40,Non-US,0
3490,69,Private,88566,5,Married,Other,Husband,White,Male,1424,0,35,US,0
22914,52,Private,443742,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,60,US,0
35417,42,Private,137136,9,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Male,0,0,55,US,0
12924,37,Private,48093,13,Non-Married,Other,Non-Husband,White,Male,0,0,90,US,1
39386,33,Private,214288,9,Married,Managerial-Specialist,Husband,White,Male,0,1848,48,US,1
3001,55,Private,189528,4,Married,Other,Husband,White,Male,0,0,60,US,0
31665,41,Non-Private,193882,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
9069,34,Non-Private,61431,8,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
47569,35,Non-Private,187589,13,Married,Other,Husband,White,Male,0,0,7,US,0
18795,26,Private,105787,9,Non-Married,Other,Non-Husband,White,Male,0,0,36,US,0
10479,39,Private,204501,14,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,1
24039,26,Private,222637,6,Non-Married,Other,Non-Husband,White,Male,0,0,55,Non-US,0
45570,52,Non-Private,193116,4,Married,Other,Husband,White,Male,0,0,20,Non-US,0
12462,44,Non-Private,155930,13,Married,Managerial-Specialist,Husband,White,Male,0,0,60,US,0
33837,42,Non-Private,83953,10,Married,Other,Husband,White,Male,0,0,70,US,0
35505,40,Non-Private,90737,10,Married,Managerial-Specialist,Husband,White,Male,0,1887,40,US,1
41461,64,Private,232787,13,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
33910,25,Private,108683,10,Non-Married,Other,Non-Husband,White,Male,0,0,50,US,0
18073,72,Private,225780,16,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,30,US,0
28610,38,Non-Private,73715,10,Married,Other,Husband,White,Male,0,0,60,US,1
26409,41,Private,99870,13,Married,Other,Husband,White,Male,0,0,55,US,0
6219,46,Private,175262,12,Married,Managerial-Specialist,Husband,Non-White,Male,0,0,40,Non-US,0
25323,40,Private,205706,9,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
14335,46,Private,173613,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
32102,61,Non-Private,153408,14,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,1
24945,55,Private,239404,6,Married,Other,Husband,Non-White,Male,0,0,45,US,0
19565,28,Private,389713,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
17288,47,Private,145290,9,Married,Managerial-Specialist,Husband,White,Male,0,0,45,US,0
26551,51,Non-Private,155118,14,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,70,US,1
16550,28,Private,137296,12,Non-Married,Other,Non-Husband,Non-White,Female,0,0,40,US,0
35331,41,Private,121012,7,Married,Other,Husband,White,Male,0,0,50,US,0
3569,23,Private,580248,9,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
3085,20,Non-Private,157145,10,Non-Married,Other,Non-Husband,White,Male,0,2258,10,US,0
19301,30,Private,59496,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
28069,35,Private,139364,9,Married,Other,Husband,White,Male,0,1902,40,US,1
10753,27,Private,501172,3,Married,Other,Husband,White,Male,0,0,40,Non-US,0
27426,18,Non-Private,348588,8,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Male,0,0,25,US,0
4857,57,Non-Private,101338,13,Married,Managerial-Specialist,Husband,White,Male,0,0,20,US,0
47381,59,Private,219426,5,Married,Other,Husband,White,Male,0,0,50,US,0
32808,28,Private,107189,9,Married,Other,Non-Husband,White,Female,0,0,40,US,0
5552,35,Private,112160,9,Married,Other,Husband,White,Male,0,0,40,US,0
21652,31,Non-Private,252752,9,Married,Other,Non-Husband,White,Female,0,2415,40,US,1
13859,37,Non-Private,410919,9,Non-Married,Other,Non-Husband,White,Male,0,0,35,US,0
12430,23,Private,177526,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
9116,25,Private,224361,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
37241,26,Private,244906,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
38111,30,Non-Private,96480,14,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,60,US,1
7569,19,Private,175652,7,Non-Married,Other,Non-Husband,White,Female,0,0,15,US,0
9402,25,Private,486332,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,Non-US,0
42373,26,Private,163189,10,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
47306,27,Private,31493,13,Married,Other,Husband,White,Male,0,0,30,US,0
9201,35,Private,150217,13,Married,Other,Non-Husband,White,Female,0,0,24,Non-US,0
47096,27,Private,255979,13,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
27736,44,Private,222504,10,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,45,US,1
6550,29,Private,110442,9,Married,Other,Husband,White,Male,0,0,45,US,0
30920,21,Private,211013,11,Married,Other,Non-Husband,White,Female,0,0,50,Non-US,0
18372,18,Private,238867,7,Non-Married,Other,Non-Husband,White,Male,0,1602,40,US,0
20605,34,Private,31740,4,Married,Other,Husband,White,Male,0,0,40,US,0
10331,37,Non-Private,348960,13,Married,Managerial-Specialist,Husband,White,Male,0,0,36,US,1
22544,62,Private,205643,15,Married,Other,Husband,White,Male,0,0,45,US,1
31368,27,Non-Private,153805,10,Married,Other,Non-Husband,Non-White,Male,0,0,50,Non-US,1
25472,40,Private,193144,9,Non-Married,Other,Non-Husband,White,Female,0,0,36,US,0
13650,45,Private,240554,13,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
775,23,Non-Private,282579,11,Non-Married,Other,Non-Husband,White,Male,0,0,56,US,0
3423,43,Private,218558,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,3325,0,40,US,0
19167,45,Non-Private,106910,9,Non-Married,Other,Non-Husband,Non-White,Female,0,0,40,US,0
21738,20,Private,258430,10,Non-Married,Other,Non-Husband,White,Female,0,0,19,US,0
24229,45,Non-Private,176814,16,Married,Managerial-Specialist,Husband,White,Male,15024,0,40,US,1
14734,30,Private,77266,9,Married,Other,Husband,White,Male,0,0,60,US,0
20849,76,Private,127016,4,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
27232,44,Private,247880,11,Non-Married,Managerial-Specialist,Non-Husband,White,Male,8614,0,40,US,1
18102,56,Private,178033,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,4416,0,60,US,0
32447,17,Private,117798,6,Non-Married,Other,Non-Husband,White,Male,0,0,20,US,0
5746,20,Private,203240,5,Non-Married,Other,Non-Husband,White,Female,0,0,32,US,0
20908,55,Private,342121,10,Married,Other,Husband,White,Male,0,0,40,US,0
24558,42,Private,572751,1,Married,Other,Husband,White,Male,0,0,40,Non-US,0
8644,42,Private,175133,10,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
11321,75,Non-Private,205860,10,Married,Other,Husband,Non-White,Male,0,1735,40,US,0
32188,29,Private,153416,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,55,US,0
42995,42,Non-Private,165815,13,Married,Managerial-Specialist,Husband,White,Male,0,0,52,US,1
8835,35,Private,180647,10,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
28027,52,Private,68982,13,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,1
16193,22,Private,174975,11,Non-Married,Other,Non-Husband,White,Female,0,0,36,US,0
3728,30,Private,151868,5,Married,Other,Husband,White,Male,0,0,40,US,0
23479,49,Non-Private,123088,10,Married,Managerial-Specialist,Husband,White,Male,0,0,46,US,0
27930,47,Private,71221,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,60,US,0
767,22,Private,151790,10,Married,Other,Non-Husband,White,Female,0,0,30,Non-US,0
376,33,Private,267404,9,Married,Other,Non-Husband,White,Female,0,0,40,US,0
3861,51,Non-Private,175750,9,Non-Married,Other,Non-Husband,Non-White,Male,0,0,40,US,0
5916,73,Private,281907,7,Married,Managerial-Specialist,Husband,White,Male,0,0,3,US,0
36378,24,Private,232328,5,Non-Married,Other,Non-Husband,White,Female,0,0,35,US,0
37004,47,Non-Private,117310,9,Non-Married,Other,Non-Husband,White,Female,0,1876,48,US,0
21608,29,Private,178778,10,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
19303,31,Private,200246,5,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
5588,57,Non-Private,159028,15,Married,Managerial-Specialist,Husband,White,Male,99999,0,60,US,1
30550,43,Non-Private,118261,14,Non-Married,Other,Non-Husband,White,Female,0,0,30,US,0
36699,38,Private,109594,13,Non-Married,Other,Non-Husband,White,Female,0,0,70,US,1
40813,48,Private,162187,13,Married,Managerial-Specialist,Husband,White,Male,0,0,48,US,1
13126,37,Non-Private,192251,6,Married,Other,Non-Husband,White,Female,2635,0,40,US,0
12364,43,Non-Private,110355,9,Married,Other,Husband,White,Male,0,0,45,US,0
26717,24,Private,189749,7,Married,Other,Husband,White,Male,0,0,40,US,0
34896,19,Private,264527,10,Non-Married,Other,Non-Husband,White,Male,0,0,25,US,0
15171,57,Private,230899,3,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
2294,56,Private,143030,9,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
29267,42,Non-Private,248406,9,Married,Other,Husband,White,Male,0,0,40,US,0
38254,22,Private,268525,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,50,US,0
14515,25,Private,210095,7,Non-Married,Other,Non-Husband,White,Female,0,0,40,Non-US,0
684,18,Non-Private,59342,7,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,5,US,0
16072,41,Private,104196,10,Non-Married,Other,Non-Husband,White,Male,0,0,60,US,0
35216,54,Non-Private,186565,14,Non-Married,Other,Non-Husband,White,Male,0,0,1,US,0
9679,37,Private,212900,9,Married,Other,Husband,White,Male,0,0,40,US,0
2297,31,Private,118901,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,45,US,0
3591,19,Private,100999,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,30,US,0
41,53,Non-Private,88506,13,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
45048,50,Private,195844,16,Non-Married,Managerial-Specialist,Non-Husband,White,Male,13550,0,50,US,1
10224,24,Private,119156,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
23557,47,Non-Private,149337,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,38,US,0
45914,51,Private,123429,9,Married,Other,Husband,White,Male,0,0,40,US,0
28422,39,Private,112731,9,Non-Married,Other,Non-Husband,Non-White,Female,0,0,40,Non-US,0
5951,23,Private,203924,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,50,US,0
718,22,Private,214399,10,Non-Married,Other,Non-Husband,White,Female,0,0,15,US,0
5331,53,Private,276515,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,Non-US,0
24172,77,Private,154205,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,10,US,0
3790,47,Private,140664,13,Non-Married,Other,Non-Husband,White,Male,0,0,45,US,0
25826,22,Private,211013,10,Non-Married,Other,Non-Husband,White,Female,0,0,40,Non-US,0
9734,35,Private,117381,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,8614,0,45,US,1
34202,23,Private,194096,10,Non-Married,Other,Non-Husband,White,Female,0,0,30,US,0
46191,27,Private,35204,10,Married,Other,Husband,White,Male,0,0,46,US,0
15625,66,Non-Private,36364,9,Married,Other,Husband,White,Male,0,2267,40,US,0
7857,30,Non-Private,370990,14,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
23141,36,Private,89718,9,Married,Other,Husband,White,Male,0,0,40,US,0
46778,47,Non-Private,179048,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
26154,68,Private,148874,5,Married,Other,Husband,Non-White,Male,0,0,44,US,0
36847,58,Private,95428,14,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
31305,46,Private,195023,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,Non-US,0
48095,49,Non-Private,163229,3,Married,Other,Husband,White,Male,0,0,35,US,0
48115,35,Private,113152,9,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
42188,39,Private,215981,10,Married,Other,Husband,White,Male,0,0,40,US,1
48659,25,Private,124483,13,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Male,0,0,50,Non-US,0
11682,56,Private,100776,9,Married,Other,Non-Husband,White,Female,0,0,50,US,0
11287,24,Non-Private,247075,9,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,20,US,0
29386,25,Private,178037,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
15696,18,Non-Private,151463,7,Non-Married,Other,Non-Husband,White,Male,0,0,7,US,0
32019,23,Private,162228,13,Non-Married,Other,Non-Husband,White,Male,0,0,48,US,0
32377,28,Private,180299,9,Married,Other,Husband,White,Male,0,0,70,US,0
617,50,Non-Private,114117,9,Married,Managerial-Specialist,Husband,White,Male,0,0,32,US,0
38370,30,Private,215808,9,Non-Married,Other,Non-Husband,White,Male,0,0,60,US,0
13950,65,Non-Private,143570,10,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
44384,35,Private,282753,11,Married,Other,Husband,White,Male,0,0,40,US,1
13764,22,Private,187052,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
20107,64,Private,182979,9,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
43590,48,Private,195104,9,Married,Other,Husband,White,Male,0,0,60,US,0
3691,34,Private,80933,9,Married,Other,Husband,White,Male,0,1672,40,US,0
12114,36,Private,247558,15,Married,Managerial-Specialist,Husband,White,Male,5178,0,60,US,1
15454,36,Private,162302,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,35,US,0
35410,27,Private,180271,9,Married,Managerial-Specialist,Husband,White,Male,0,0,43,US,0
30124,52,Private,204226,9,Non-Married,Other,Non-Husband,White,Male,0,0,45,US,0
47416,23,Private,490645,10,Married,Managerial-Specialist,Husband,White,Male,2829,0,42,US,0
17004,52,Private,221936,9,Married,Other,Husband,White,Male,0,0,40,US,0
19186,23,Private,234460,4,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,Non-US,0
29757,19,Non-Private,135162,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,10,US,0
46890,24,Private,160968,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
8869,33,Private,149726,9,Married,Other,Husband,White,Male,0,0,40,US,1
27999,21,Private,140764,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,45,US,0
11686,22,Non-Private,375422,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,Non-US,0
11463,45,Private,241350,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
47845,36,Private,143912,9,Non-Married,Other,Non-Husband,White,Male,0,0,45,US,0
36683,31,Private,409172,10,Married,Other,Husband,White,Male,0,0,40,US,0
35546,43,Private,575172,11,Married,Other,Husband,White,Male,3103,0,32,US,1
32755,26,Private,209440,9,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,55,US,0
12978,29,Private,39484,13,Married,Other,Husband,White,Male,7298,0,42,US,1
37426,22,Private,199915,10,Non-Married,Other,Non-Husband,White,Female,0,0,10,US,0
26306,31,Private,206609,6,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
20473,43,Non-Private,114537,13,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
30056,18,Private,174394,9,Non-Married,Other,Non-Husband,White,Female,0,0,20,US,0
10483,53,Private,102828,9,Married,Managerial-Specialist,Husband,White,Male,0,0,35,US,1
39566,30,Non-Private,164461,7,Non-Married,Other,Non-Husband,White,Male,0,653,40,US,0
30125,42,Non-Private,246862,10,Non-Married,Other,Non-Husband,White,Female,3325,0,40,US,0
17977,47,Private,140219,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
32127,50,Private,187465,7,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
18243,37,Private,290609,9,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
38796,39,Non-Private,33289,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,60,US,0
3751,41,Private,119721,9,Married,Other,Husband,White,Male,0,0,40,US,0
25394,36,Private,337039,12,Non-Married,Other,Non-Husband,Non-White,Male,14344,0,40,Non-US,1
40436,36,Private,117802,11,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
22453,24,Private,379418,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
1872,31,Private,157887,10,Married,Managerial-Specialist,Husband,White,Male,0,0,65,US,1
13417,18,Private,270502,7,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,20,US,0
9071,52,Private,183618,9,Married,Other,Husband,White,Male,0,0,40,US,0
37509,55,Non-Private,100285,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,10520,0,40,US,1
24206,43,Private,111949,9,Married,Other,Non-Husband,White,Female,0,0,35,US,0
36393,54,Non-Private,60449,13,Non-Married,Other,Non-Husband,White,Male,0,0,60,US,0
24790,50,Non-Private,167793,15,Married,Managerial-Specialist,Husband,White,Male,0,2415,60,US,1
19834,20,Non-Private,178628,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
40180,65,Private,65757,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
12677,47,Private,193047,16,Married,Managerial-Specialist,Husband,White,Male,99999,0,50,US,1
12596,28,Private,205337,9,Married,Other,Husband,White,Male,0,0,40,US,0
40022,37,Private,88215,14,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,Non-US,0
7934,43,Private,972354,10,Married,Other,Husband,White,Male,0,0,48,US,0
37259,57,Non-Private,47534,14,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,60,US,1
17788,27,Private,204648,11,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
8000,33,Private,156192,14,Married,Managerial-Specialist,Husband,White,Male,0,0,45,US,1
44517,41,Non-Private,99220,10,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
40783,76,Non-Private,106430,5,Married,Other,Husband,White,Male,0,0,40,US,0
15801,34,Private,242960,11,Married,Other,Husband,White,Male,0,0,50,US,0
22154,42,Private,336643,11,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
14415,64,Private,134378,14,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,1
8906,46,Non-Private,182541,9,Married,Other,Husband,White,Male,0,1672,50,US,0
35970,35,Non-Private,123939,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
17792,41,Private,175674,13,Married,Other,Husband,White,Male,0,0,40,US,1
45897,58,Private,128258,9,Non-Married,Other,Non-Husband,White,Female,0,0,24,US,0
23320,56,Non-Private,52953,16,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,1669,38,US,0
9738,29,Private,81057,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
